Sentence,Artistic Process,Best Selling Books,Blueprints Toolkit,Business Models,Discovery Invention,Expert Advice Recommentations,Governance Structure,Health Regimes,Industry Standards,Lifestyle,Operations Manual,Philosopy Values,Production Method,Regulations,Solutions Playbooks,Strategies,Category_Tag,Filename
"Hybrids combine the advantage of both the internal 
combustion engine and electric motors that 
use energy stored in batteries, resulting 
in less gasoline burned and better fuel 
economy.",2.104266,3.072347,1.52054,5.72226,8.79997,7.663214,1.458958,4.769311,5.567276,7.214943,3.479581,4.830424,24.83418,6.67942,1.443609,10.8397,Production Method,ISOfocus_143_en.pdf
"ISO is leading the way in devel -
oping and publishing standards for HEV s 
that provide effective guidelines and meas -
ures for assessing fuel consumption and 
emissions.",0.836841,0.869551,3.246148,1.410523,2.690305,2.766862,0.748813,0.859733,62.388129,0.775394,1.315118,0.663835,1.881684,15.845161,2.587199,1.114704,Industry Standards,ISOfocus_143_en.pdf
"These standards are especially 
useful because they focus on both externally 
chargeable ( ISO 23274-2 ) and non-externally 
chargeable ( ISO 23274-1 ) vehicles.",0.45193,0.702493,1.473457,1.287517,4.16961,8.451617,0.860473,1.556922,46.713639,1.432614,1.729667,1.619103,2.090628,24.659514,1.252618,1.548199,Industry Standards,ISOfocus_143_en.pdf
"So at a time when governments are devel -
oping programmes and incentives to boost 
purchases of more environmentally friendly 
vehicles and maintain the downward trend 
of CO 2 emissions, ISO is perfectly placed to 
identify improvements in HEV  technolo -
gies and develop standards and measures 
that can be adopted by manufacturers and 
government agencies alike.",0.882088,1.116382,2.683926,3.62231,6.292931,8.512186,1.739284,2.280747,32.037436,2.123281,1.366944,2.921942,8.134886,17.004248,1.98985,7.291558,Industry Standards,ISOfocus_143_en.pdf
The COVID-19 pandemic drove home the importance of environmentally friendly vehicles.,1.144992,4.225068,4.61712,3.882701,9.62942,7.438198,2.161148,5.042197,12.812951,8.698205,1.577577,9.106735,4.827073,18.084738,1.810949,4.940927,Regulations,ISOfocus_143_en.pdf
34 | ISOfocus_143An opportunity for cars?,0.793362,1.775258,5.566497,2.276328,7.33722,1.96186,0.588763,1.414685,35.689481,1.773441,2.155494,2.969582,1.822903,28.028989,1.288709,4.557427,Industry Standards,ISOfocus_143_en.pdf
This shared journey has also seen some surprising statistics.,0.794133,25.7098,7.348696,8.644081,10.892901,12.878164,0.988181,3.304396,5.452494,6.033896,0.889699,3.829515,1.502275,5.028214,3.216025,3.48753,Best Selling Books,ISOfocus_143_en.pdf
"While traditional car 
sales dropped dramatically around the world, HEV  sales in Europe and China actu -
ally grew during the stay-at-home decrees earlier this year.",1.23221,3.411942,1.041276,17.768845,6.434508,5.074421,1.52911,3.951751,9.402336,5.80389,0.847427,3.409475,3.391582,25.361099,1.580249,9.759879,Regulations,ISOfocus_143_en.pdf
"Reasons for this increase 
include the renewed focus by the European Union ( EU) on reducing CO 2 emissions 
standards for cars and light commercial vehicles.",0.88016,1.221372,1.09395,3.966366,15.038717,5.231181,1.011721,4.085787,9.405829,2.830946,0.988208,5.283534,4.95895,36.42414,0.858264,6.720874,Regulations,ISOfocus_143_en.pdf
"The EU has designated 2020 as the 
key year to implement tighter emissions standards that reduce new cars’ average 
CO 2 emissions per kilometre driven.",0.859074,1.088256,1.673762,1.984961,5.046311,5.974363,1.027402,3.50391,17.122848,2.028753,1.574922,2.768915,5.205551,45.053462,1.083026,4.004486,Regulations,ISOfocus_143_en.pdf
"Germany , for example, plans to install one 
million public electric-vehicle charging points as part of its economic recovery 
programme, having increased its electric vehicle subsidies in February this year.",1.524464,2.097684,2.316973,3.317474,25.488986,12.476233,2.322417,3.772416,11.9901,3.770817,1.043549,2.696456,5.870308,8.475537,1.878664,10.957921,Discovery Invention,ISOfocus_143_en.pdf
"Meanwhile, the French government announced that it would fund grants of up to 
EUR  7 000  to encourage drivers looking to buy electric vehicles.",1.415315,4.355108,2.595736,9.992063,11.738524,15.958906,2.145463,5.477217,11.081726,2.992534,2.439066,4.329279,5.039349,13.010972,3.706416,3.722327,Expert Advice Recommentations,ISOfocus_143_en.pdf
"Experts anticipate 
that many other countries will soon follow the steps taken by Germany and France.",1.087958,2.627458,2.513553,3.926941,21.002963,15.518602,3.888151,3.583066,6.627257,2.34945,1.233458,3.263798,5.089019,10.706835,5.461745,11.119745,Discovery Invention,ISOfocus_143_en.pdf
"An electric power service station at an Ikea store in Magdeburg, Germany.",1.393409,5.21587,2.500545,10.745096,21.298337,3.834859,1.744825,0.993835,20.662956,3.217834,2.697916,1.198668,3.622473,8.62376,4.130272,8.119345,Discovery Invention,ISOfocus_143_en.pdf
"According to Bloomberg New Energy Finance , car manufacturers will not be 
daunted by the uncertainty created by the recent pandemic but will continue to 
work on complying with stricter regulations introduced in Europe and China.",1.141502,1.628566,2.165977,1.676505,3.859928,11.43455,1.434007,1.663952,19.235899,3.955194,3.192936,3.126632,12.102045,24.406253,1.914928,7.061126,Regulations,ISOfocus_143_en.pdf
"The 
increased government support and incentives will help fuel the move towards 
purchasing, leasing and driving hybrid electric cars.",1.600895,2.166813,2.517087,4.663793,5.512471,12.513559,3.398872,5.187128,7.901125,3.648157,1.178636,7.584564,10.093436,5.580591,2.204137,24.248736,Strategies,ISOfocus_143_en.pdf
"By 2022, Bloomberg esti -
mates that there will be over five hundred different hybrid electric vehicle models 
available to buy.",1.531848,3.292841,1.944376,7.374089,8.460948,16.343096,0.979878,2.285969,13.221229,5.179136,3.431046,2.337823,12.605058,4.657521,2.446534,13.908608,Expert Advice Recommentations,ISOfocus_143_en.pdf
"With so many options to choose from, it also forecasts that sales 
of electric vehicles will increase from their current 2.7 % market share to 10 % by 
2025 and should be closer to 60 % by 2040, with Chinese and European markets 
pulling ahead.",1.770676,3.81675,0.997537,9.037562,5.353672,17.375698,1.06701,2.700874,4.865781,4.43325,1.115423,5.020433,5.465333,4.656849,1.276867,31.046284,Strategies,ISOfocus_143_en.pdf
"Conversely, it is thought that traditional internal combustion 
vehicles hit their peak in 2017 and have now started their sales slide downwards.",1.9927,6.083454,1.164565,18.483987,9.297153,5.850374,1.958457,3.006808,7.667505,3.481625,2.409216,2.7057,8.830533,16.495393,2.006063,8.566467,Business Models,ISOfocus_143_en.pdf
"ISOfocus_143 | 35Masao Kubodera is a member of ISO’s 
subcommittee SC 37 on electrically propelled 
vehicles, which operates under technical 
committee ISO/TC 22, Road vehicles .",1.460685,3.351154,6.671079,2.881,5.1118,3.599646,2.407547,1.644501,27.048162,1.801926,2.174087,1.773053,3.399919,31.505282,3.156903,2.013256,Regulations,ISOfocus_143_en.pdf
"Its 
main areas of standardization are conduc -
tive charging systems, wireless power 
transfer, electric propulsion components 
and energy consumption.",1.370831,1.169966,2.215853,2.873375,8.492913,6.532529,2.078742,2.38649,36.199021,2.090811,2.905832,1.85122,7.20709,11.562155,1.736389,9.326783,Industry Standards,ISOfocus_143_en.pdf
"Kubodera’s role 
at both Honda and the Japan Automobile 
Research Institute has increased his appre -
ciation of ISO’s ability to plan for future needs 
and identify standards that are introduced 
before countries and agencies are ready to 
develop and apply their own regulations.",1.243048,2.196103,4.221055,3.994293,9.875414,15.112479,2.10165,2.225286,13.991566,3.101811,2.2724,4.695788,6.728822,18.984139,3.556282,5.699866,Regulations,ISOfocus_143_en.pdf
"“ The good thing about ISO is that it starts 
work before regulations are implemented, 
which allows the regulations to be created 
based on its standards.",0.548646,0.84047,1.181971,1.683888,3.214467,2.414908,1.349712,0.927881,38.172587,0.934999,2.839938,2.386413,3.071369,37.115525,1.9915,1.325725,Industry Standards,ISOfocus_143_en.pdf
"This means that the 
latest and most appropriate technologies and 
methods will be applied, ” he says.",1.58031,1.120961,4.746676,1.813014,11.212237,30.850252,0.937365,1.038596,10.859581,0.92497,7.827262,2.729953,7.299761,3.631371,5.550191,7.877498,Expert Advice Recommentations,ISOfocus_143_en.pdf
"ISO’s standards 
for hybrid electric 
vehicles are already 
being referenced 
all around the world.",0.609877,0.945599,1.56857,1.886042,10.372238,4.409498,0.70677,1.411215,50.192359,2.591831,2.20821,1.802777,3.136748,15.019414,1.083067,2.055785,Industry Standards,ISOfocus_143_en.pdf
"The beauty of hybrid
For non-car experts, defining the differences between 
hybrid and “ ordinary ” electric vehicles is an impor -
tant first step when considering standards and the 
effective measurement of emissions. “",1.768042,3.427444,1.674739,3.119648,9.414057,11.033086,1.566052,3.401443,15.424284,9.890798,2.976498,6.450267,11.809347,10.104606,1.865269,6.074419,Industry Standards,ISOfocus_143_en.pdf
"Hybrid electric 
vehicles have a rechargeable energy storage system 
that can be charged and then discharged, with the 
energy being used for propulsion or moving the car.",5.103538,4.543166,1.860871,6.324898,5.755599,6.566915,1.905175,6.352766,5.508113,9.300353,2.97525,3.746758,22.385725,6.069868,2.126628,9.474378,Production Method,ISOfocus_143_en.pdf
"This type of vehicle runs on an electric motor with the 
electricity being generated by an internal combustion 
engine.",4.677486,5.327271,2.078626,8.684173,12.19189,3.184805,1.940698,2.255722,6.64528,4.152558,7.349267,1.354554,24.186894,9.172439,1.509382,5.288954,Production Method,ISOfocus_143_en.pdf
"Electric vehicles, on the other hand, run only 
on electricity charged directly from the grid, ” Kubodera 
explains.",1.974737,6.726451,1.866657,5.233403,14.701739,9.272539,2.622252,5.217067,9.275653,6.955535,3.400599,2.70524,10.114025,9.241152,3.322719,7.370231,Discovery Invention,ISOfocus_143_en.pdf
"In a traditional internal combustion engine ( ICE) vehicle, 
the energy of the fuel charged from outside is converted 
to mechanical energy by the engine to accelerate it and 
is decelerated by the braking device.",6.298431,5.59819,1.738355,9.757196,14.74992,3.674958,2.005624,3.950167,3.994964,4.548731,3.108677,4.676279,16.408336,13.552693,1.174727,4.762752,Production Method,ISOfocus_143_en.pdf
"In hybrid electric 
vehicles, the electric motor is the generator and not a 
braking device; it recovers kinetic energy (energy from 
motion) as electric energy.",4.622567,5.660439,1.582017,3.936838,8.062362,5.923717,1.536304,8.575697,4.637494,10.02198,3.66629,3.612119,25.894177,3.729826,1.94564,6.592533,Production Method,ISOfocus_143_en.pdf
"By using this energy to 
accelerate, it reduces the fuel consumption of ICEs and 
resulting CO 2 emissions.",3.297993,3.623105,1.664488,8.768692,13.520104,4.265573,1.047475,14.039567,4.342229,4.59453,2.368813,5.02812,13.57417,11.638596,1.353675,6.87287,Health Regimes,ISOfocus_143_en.pdf
An electric car lithium battery pack and power connections.,2.34728,6.603543,4.668554,3.387633,15.825513,9.663453,2.981297,3.820019,10.727916,7.644864,5.356146,2.97286,5.91262,9.495466,3.797813,4.795022,Discovery Invention,ISOfocus_143_en.pdf
A hybrid car fuel consumption screen.,1.513599,2.622735,6.138356,7.075497,7.693081,2.923394,0.587966,4.150981,12.060112,5.301799,7.39904,1.267823,12.90337,23.852412,1.411784,3.098052,Regulations,ISOfocus_143_en.pdf
"That’s an extremely important outcome, yet 
despite these environmental benefits, reducing 
CO 2 emissions is not the only reason why 
people are turning to hybrid electric vehicles.",1.069332,2.811165,1.07871,3.781978,15.940011,9.144499,0.824894,6.790841,8.670675,9.900104,1.54176,11.461712,11.978388,6.834062,1.42795,6.743919,Discovery Invention,ISOfocus_143_en.pdf
"Originally, the price tag of an HEV  meant that 
it was not just seen as a responsible form of 
transport but as a way to show off one’s wealth, 
writes French journalist Frédéric Filloux , 
since the cost significantly outweighed that of 
traditional vehicles and was beyond the reach 
of most drivers.",1.826207,8.117095,3.104934,15.500341,10.257357,6.422921,1.099412,3.926335,12.120694,5.592012,0.861151,4.403524,3.641548,16.161872,1.563949,5.400648,Regulations,ISOfocus_143_en.pdf
"Kubodera agrees: “ In addition 
to affordability, in order to really popularize 
electric vehicles, there will always be a need to 
focus on improved performance and measure -
ment and to ensure that governments around 
the world create subsidies and policies that 
encourage their purchase and use.”",1.110205,1.851332,1.480251,3.398864,7.107871,22.586824,1.857156,4.312771,9.126601,5.494487,1.477116,7.809732,7.558447,7.968548,2.058949,14.800846,Expert Advice Recommentations,ISOfocus_143_en.pdf
ISOfocus_143 | 37Where in the world…?,1.130184,5.517486,5.782365,1.93645,18.657437,2.328373,1.525557,1.962176,25.42127,2.172429,1.429146,1.601336,1.329564,26.264041,1.667076,1.275108,Regulations,ISOfocus_143_en.pdf
"Providing guarantees of measurement and performance, standardization can 
make a solid contribution to the worldwide acceptance of electric mobility.",0.391512,0.732339,2.003802,1.254522,8.887233,8.482941,0.924192,1.741406,49.97243,2.637672,1.417743,2.585591,1.612284,11.367822,1.975076,4.013436,Industry Standards,ISOfocus_143_en.pdf
"ISO’s 
standards for hybrid electric vehicles are already being referenced all around 
the world.",0.609877,0.945599,1.56857,1.886042,10.372238,4.409498,0.70677,1.411215,50.192359,2.591831,2.20821,1.802777,3.136748,15.019414,1.083067,2.055785,Industry Standards,ISOfocus_143_en.pdf
"The Philippines, for example, has a ten-year plan to boost production, 
local market opportunities and technology upgrades to increase the number of 
HEV s it has on its roads.",1.130459,1.200354,2.490064,6.797186,3.485604,10.524931,1.779401,2.194252,10.726523,2.914958,0.80584,3.592095,14.521833,5.744471,1.103765,30.988264,Strategies,ISOfocus_143_en.pdf
"The government reports  that it is currently working 
with 28 companies, including 11 parts and components manufacturers and seven 
importers, with ISO 23274-1  (non-externally chargeable vehicles) and ISO 23274-2  
(externally chargeable vehicles) being a key factor in its programme.",1.064742,1.603899,2.912185,5.501913,5.414637,4.714914,2.159809,1.486536,39.752305,1.093556,2.050488,1.032613,6.840738,18.122826,2.344887,3.903952,Industry Standards,ISOfocus_143_en.pdf
"Yet, in order to transition from internal combustion engines to electrified vehicles, 
governments need a long-term vision and a robust portfolio of policy measures, 
including new fiscal schemes to make up for lost fuel tax revenues, states the Global 
EV Outlook 2020 , the flagship publication of the Electric Vehicles Initiative, a 
multi-government policy forum dedicated to accelerating the introduction and 
adoption of electric vehicles.",1.937727,2.885952,3.022923,4.779858,5.062892,13.461523,3.894079,3.187702,10.011293,3.093037,1.520847,2.852555,5.788727,9.778096,2.910807,25.811983,Strategies,ISOfocus_143_en.pdf
