Sentence,Adult,Arts and Entertainment,Autos and Vehicles,Beauty and Fitness,Business and Industrial,Computers and Electronics,Finance,Food and Drink,Games,Health,Hobbies and Leisure,Home and Garden,Internet and Telecom,Jobs and Education,Law and Government,News,Online Communities,People and Society,Pets and Animals,Real Estate,Reference,Science,Sensitive Subjects,Shopping,Sports,Travel,Category_Tag,Filename
"The top 10 
commercial airlines own nearly one-quarter of the 
world’s commercial aircraft fleet.90
Aviation
Of all the sectors in transportation, the energy density 
challenge is most acute and easy to understand in 
aviation.",3.770216,4.57344,2.376289,2.477458,9.665012,5.385633,3.522282,2.178182,2.494556,6.088261,3.281653,2.656602,1.622414,3.850034,2.805563,9.189845,1.158951,3.335433,3.360239,1.400415,2.394651,11.547852,2.791092,0.920906,5.255562,1.897459,Science,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"The airplane has to lift enough fuel for the 
entire flight to its cruising altitude, a clear energy 
challenge.",2.005549,3.590223,7.612202,3.875071,6.826321,7.687133,2.296308,5.18816,1.852475,5.890937,2.336351,3.168997,0.766872,5.782667,1.56427,6.348834,0.292752,2.479057,3.52811,1.113441,0.609924,17.361306,1.818989,0.63557,2.768957,2.599522,Science,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"This fact makes energy efficiency a key 
consideration in aircraft design and airline profitability.",2.997086,3.446554,4.698198,3.903314,7.127673,6.892291,5.567086,2.502194,1.286517,5.51601,2.82203,1.743848,1.223267,8.954561,2.247929,5.802124,0.7873,3.315617,3.062369,2.410049,1.428424,7.431961,2.368944,1.485259,7.903843,3.075555,Jobs and Education,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"New airplanes are significantly more fuel-efficient 
than older models, with improvements in engine 
efficiency and aerodynamics, and more lightweight 
materials.",2.551823,3.319308,10.802626,3.377933,4.850206,10.912902,2.746776,3.685408,1.221155,4.13961,1.970585,2.775924,0.771618,4.377775,1.297902,9.913584,0.553524,4.064854,5.537739,1.037818,1.167757,6.061104,1.13324,1.502652,8.975873,1.250305,Computers and Electronics,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"Airplanes recently designed from scratch, 
like the Boeing 787 and the Airbus A350, take 
maximum advantage of these changes and are 
as much as 25% more efficient than older similar models.91 Improvements are likely to continue over 
time.",4.600215,4.673175,5.372798,3.053782,4.583914,15.144222,2.787582,1.983727,1.047193,5.760765,2.473819,2.261804,0.964487,3.694403,1.122802,12.845009,0.596619,4.764254,3.229678,1.358775,1.104019,9.025309,1.904118,0.854474,3.391892,1.401164,Computers and Electronics,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"A recent study found that the fuel consumption 
of new aircraft can be cost-effectively reduced by 25% 
in 2024 and 40% in 2034.92 This calculation only 
considers airline profitability and cost of capital; if a 
carbon price or ecological considerations were added, 
further improvements would become cost effective.",4.487557,4.416184,3.903788,2.452791,8.582206,4.161314,9.907743,2.797533,1.357466,6.239845,1.838067,2.082519,0.978564,2.370208,1.564163,18.114179,0.511587,3.51302,2.88733,1.444517,1.129398,6.810023,2.535936,2.180824,2.131659,1.601581,News,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"The airplane has to lift enough fuel for the 
entire flight to its cruising altitude, a clear 
energy challenge.",2.005549,3.590223,7.612202,3.875071,6.826321,7.687133,2.296308,5.18816,1.852475,5.890937,2.336351,3.168997,0.766872,5.782667,1.56427,6.348834,0.292752,2.479057,3.52811,1.113441,0.609924,17.361306,1.818989,0.63557,2.768957,2.599522,Science,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"This fact makes energy 
efficiency a key consideration in aircraft 
design and airline profitability.",2.997086,3.446554,4.698198,3.903314,7.127673,6.892291,5.567086,2.502194,1.286517,5.51601,2.82203,1.743848,1.223267,8.954561,2.247929,5.802124,0.7873,3.315617,3.062369,2.410049,1.428424,7.431961,2.368944,1.485259,7.903843,3.075555,Jobs and Education,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"Fuel weight even factors into what routes airlines 
choose to fly.",2.551266,2.682684,7.906053,4.079769,9.714334,4.155418,7.754783,4.756141,1.674533,7.888955,2.019661,1.752563,1.087129,2.107727,1.461573,4.237658,0.56702,1.795275,3.627182,1.291595,1.264036,7.96195,2.02738,1.255061,7.101918,7.278335,Business and Industrial,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"In 2013, Singapore Airlines cancelled 
its Newark to Singapore non-stop flight amid high 
oil prices, because the amount of fuel needed 
severely limited the number of passengers the flight 
could carry.",2.228894,5.791977,2.722838,2.689896,6.997475,4.019422,3.127717,7.196832,2.140868,7.211742,2.102621,2.092721,2.102663,4.674612,2.391471,13.41898,0.261264,4.814728,4.02776,1.720048,1.041501,4.807981,5.407834,1.58711,2.169065,3.251981,News,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"The flight carried only 100 passengers, 
all in business class, on the more than 9,300-mile 
flight.",5.485587,3.568133,1.232131,2.747607,4.523505,2.936146,2.994389,2.289719,2.238893,3.658484,2.904447,1.441614,1.447045,7.74114,1.770204,6.7158,0.935143,5.650234,2.148339,2.051471,1.382962,6.839219,2.745827,3.247817,2.765354,18.53879,Travel,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
The airplane was basically a flying fuel tanker.,0.813278,6.766809,18.219611,1.003849,12.855876,8.053193,4.950706,9.682328,2.810003,1.418204,0.692049,2.075262,0.976124,3.653408,2.33564,4.532168,0.164187,1.648632,3.138111,0.795183,0.980378,6.612048,0.516232,0.476775,3.421042,1.408905,Autos and Vehicles,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"More efficient airplanes (and lower fuel prices) 
have made such ultra-long flights possible again, 
this time in a more efficient carbon-fiber plane 
with 161 passengers.",2.811537,4.245229,6.268455,3.06358,7.522764,10.196973,3.41783,2.894275,1.790048,3.513398,3.027241,2.785444,1.436115,4.561199,1.556945,9.80081,0.440647,4.747151,2.649515,1.716088,0.516784,7.921568,1.146913,1.385427,6.240992,4.34307,Computers and Electronics,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"The new flight on that route 
carries 44,000 gallons of jet fuel for the journey, 
one-quarter less than the previous flight.93
Pre-pandemic, aviation was responsible for two 
to four percent of global CO2 emissions,94 but this 
sector was projected to grow rapidly, as economic 
growth made air travel accessible to more people.",2.526525,5.23936,4.301044,1.860244,11.846582,5.320958,6.407813,3.206339,1.35391,5.593038,1.794878,2.540504,1.53266,2.498538,2.448223,13.005829,0.41336,4.002012,2.567239,1.793305,0.979485,9.103358,1.452944,0.722515,4.028307,3.461026,News,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"However, the aviation industry has been particularly 
hard-hit during the global pandemic.",0.98024,8.460907,1.709401,1.020159,13.202925,2.700981,3.708528,1.693998,5.324008,8.83282,0.98517,1.242764,0.974567,1.234197,2.593426,14.148811,0.650672,3.996771,1.854643,0.468954,1.023391,5.594709,7.990556,0.246631,8.64561,0.715162,News,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"Consumer 
demand for flying plummeted, with commercial 
flights dropping 74% from their 2019 level by mid-
April 2020.95 Prior to the pandemic, the International 
Energy Agency estimated that fuel demand in 
aviation would increase more than 50% by 2040 
and the International Civil Aviation Organization 
(ICAO) estimated even greater growth, with 2.2 
to 3.1 times greater fuel consumption projected 
by 2045, even with continued improvements in 
aircraft technology and operations efficiency.96 13The air transport industry has ambitious goals to 
prevent a rapid rise in emissions.",4.254472,5.16618,2.700412,2.610064,8.423468,4.135351,5.037664,2.604498,1.971058,9.565878,1.756209,2.850231,1.600472,1.265536,2.106466,16.769897,0.66991,4.405316,2.523121,1.230019,1.40311,7.367187,3.090343,2.026142,3.125979,1.341019,News,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"The International 
Air Transport Association (IATA), the trade 
association for the world’s airlines, has established 
goals of carbon-neutral growth in aviation after 
2020 and of reducing the sector’s net greenhouse 
gas emissions to 50% below 2005 levels by 2050.97 
Given how difficult emissions reductions are in 
aviation, IATA established the Carbon Offsetting 
and Reduction Scheme for International Aviation 
(CORSIA) to finance emissions reductions in other 
sectors.",2.539583,4.226616,2.655345,2.293355,14.04126,3.752291,7.754637,1.647089,0.921727,7.870633,1.421705,1.687657,1.569461,1.823728,8.120923,12.884071,0.542531,3.164554,2.533307,1.206198,1.866238,7.998054,2.416357,0.648461,2.078371,2.335847,Business and Industrial,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"Airlines from countries participating in the 
first phase will require offsets to account for growth 
in emissions beginning in 2021.98 Alternative plane designs,99 engine efficiency, weather-optimized 
routes,100 and improved air traffic control101 are 
some tools to reduce emissions over time.",3.880222,3.04509,4.105456,3.337622,9.773148,6.954427,5.90584,2.174549,1.028832,5.83875,1.750138,1.992078,1.243869,3.068977,4.140044,12.770253,0.47734,2.647494,1.813338,1.828338,1.521223,10.23496,1.84326,0.967132,4.034324,3.623297,News,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"Given the energy density challenge, alternative 
liquid fuels that mimic the useful qualities of fossil 
fuels, including bio-based fuels, alcohol-to-jet, 
and power-to-liquids, are the best options for the 
aviation sector.",2.007245,3.287631,4.62444,4.008963,8.251158,6.695637,7.87027,8.830886,1.275063,8.070555,1.956455,2.468038,2.045633,2.910216,1.564408,8.027576,0.779277,2.749518,2.914269,1.203118,1.578186,6.411835,2.630698,2.025595,4.237004,1.576325,Food and Drink,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"However, some estimates indicate 
that even 100% replacement of petroleum jet 
fuel with alternative fuels in 2050 could result in 
an absolute increase in total GHG emissions from 
the sector over their 2005 level, owing to growth in 
demand for air travel.102 
BIOFUELS, LAND USE, AND GREENHOUSE GAS EMISSIONS
Biofuels often come up in discussions of how to decarbonize heavy transportation.",3.271667,3.96751,4.345048,2.379052,8.674411,4.052402,8.980963,4.268096,0.694256,7.617312,1.107176,1.958359,1.239283,1.811366,1.75199,16.516656,0.464292,3.906759,1.965474,1.33818,1.813236,8.334437,1.961768,1.034101,4.710092,1.836114,News,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"They share an important 
advantage with fossil fuels — they are energy dense liquids.",1.254573,4.170431,4.440353,2.42088,8.690393,5.742378,11.179044,12.508199,0.619106,4.72249,2.013292,1.528824,1.689596,2.23513,0.982172,5.055667,0.476819,3.807277,2.688084,1.03689,1.190653,11.77596,1.507836,0.909439,6.096601,1.257914,Food and Drink,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"Biofuels make up a significant part of road 
transportation fuel in some countries today.",1.19238,1.882276,7.147084,3.143047,11.968949,2.930812,23.072031,8.17128,0.72097,6.414692,1.193134,1.087505,2.262672,1.31711,1.227143,4.414036,0.54213,1.679755,1.697183,0.810658,1.47152,4.844696,1.471919,0.95059,5.861223,2.525207,Finance,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"Much of the gasoline pool in the United States contains 10% 
ethanol, mostly produced from corn.",2.903324,4.540983,2.961394,1.971159,14.352819,4.192484,16.608384,11.924817,0.825928,4.551327,2.319265,3.015518,1.458716,1.564179,5.666343,5.692084,0.571904,1.671961,1.154506,0.937073,1.94366,1.934705,1.467255,1.027248,4.097773,0.64519,Finance,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"Brazil is the second largest producer of biofuel after the United States, 
with ethanol (mostly from sugarcane) blended into gasoline at 27% and biodiesel at 10%.103
However, biofuels are not a panacea.",2.543022,2.86442,2.218008,3.289728,14.021226,3.349841,17.175485,17.480765,1.299242,6.727327,0.878192,1.465747,1.410567,1.110753,2.117304,5.670224,0.574314,2.184424,1.818828,0.570091,0.874621,2.925714,1.683338,0.834029,4.451076,0.461715,Food and Drink,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"First generation biofuels — those produced from food crops — can 
cause rising food prices and competition for arable land.",1.881006,2.715352,1.402529,2.051118,10.286144,1.427386,25.169501,7.893571,1.037717,6.458573,0.810081,1.004793,1.257885,0.987457,1.002054,9.020907,0.653643,3.620606,2.312504,1.214737,1.006238,7.545055,2.010234,3.496055,3.299008,0.435845,Finance,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"They also provide a relatively small improvement 
over fossil fuels in terms of GHG emissions.",4.501047,2.968807,3.88132,3.437272,8.474807,5.776151,10.340776,4.329464,0.729764,7.871242,1.591366,1.882577,0.983501,1.975428,1.287605,17.483369,0.320924,3.327168,3.478599,1.407381,1.156085,7.423364,1.449803,1.301956,1.453073,1.167149,News,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"Ethanol produced from corn averages only a 20% reduction 
in GHG emissions compared to gasoline,104 and if biofuel production from food crops displaces forest, the 
net GHG emissions can actually be higher than fossil fuels.105 More relevant to the heavy transport market, 
the production of palm oil, a source of heavier biofuels like diesel, is a key driver of tropical deforestation.",2.969235,4.481234,2.949633,2.375598,11.378204,4.566036,10.708354,8.229246,0.582489,8.510049,1.638632,2.67074,1.057585,2.196292,2.419653,10.56521,0.254741,5.228271,3.23854,1.223056,1.186867,5.165309,1.510673,1.066187,2.908571,0.919595,Business and Industrial,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"Biofuels made from palm oil do not reduce GHG emissions compared to fossil diesel unless the palm 
plantation was already in production or was established on degraded land, rather than cleared forest.106
Land use is an even bigger challenge to relying on biofuels to fuel heavy transport.",3.1452,2.982007,3.894907,3.235217,9.277065,5.506224,5.046932,7.383755,0.939106,13.803103,1.781672,2.409445,0.923765,2.604958,2.309004,9.58645,0.33558,4.131016,3.191708,1.702023,1.14201,6.216346,3.052438,1.07789,2.875394,1.446786,Health,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"Biomass is used to meet 
a number of human needs, including food, feed for livestock, and fiber.",2.848108,0.925059,0.980076,9.516089,4.383524,3.532426,5.198889,6.676998,1.561636,21.696895,2.784879,2.042235,3.440393,1.301085,0.653044,4.001098,3.275122,3.330128,2.404731,0.635141,2.321542,7.815441,4.945529,1.469976,1.413861,0.846093,Health,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"In a low-carbon world, demand for 
biological feedstocks in other sectors, such as bioplastics, will grow.",3.651757,1.847359,1.063554,3.190261,6.480753,1.586616,10.470188,3.017489,0.887732,12.957292,1.279731,2.830905,1.425226,1.469965,0.875172,7.707095,1.597321,2.891961,4.28571,1.074142,1.162867,18.666977,2.970765,5.131993,0.904098,0.573072,Science,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"Yet the earth’s ability to provide these 
feedstocks has limits, especially the need to conserve forests and other ecosystems.",3.094403,1.926284,1.086035,1.350777,5.782438,2.63985,4.008197,2.929481,0.981246,6.351778,2.049439,3.57764,1.402655,2.119744,3.922833,6.384585,0.796989,3.683712,11.269672,2.102254,1.192185,19.809503,7.329659,1.731031,1.151274,1.326336,Science,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"Alexandre Strapasson, 
Jeremy Woods, Helena Chum, Nicole Kalas, Nilay Shah, and Frank Rosillo-Calle note that bioenergy’s 
potential is limited by “land availability, photosynthetic constraints, the sustainable management of nutrients 
and water resources, and the nature and rate of investments toward these ends.",6.243521,4.837437,1.70442,4.762004,5.771595,4.026482,3.07634,3.154019,1.040042,10.456579,3.09559,3.788184,0.886989,2.982415,0.838957,8.958843,1.256759,5.250324,3.621049,1.795231,1.204331,14.675689,3.009721,1.614494,0.715589,1.233396,Science,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
