Sentence,Accommodation Food Services,Agriculture Forestry Fishing,Arts Entertainment Recreation,Economywide,Educational Services,Health Care Social Assistance,Information Finance Insurance,Manufacturing,Mining Quarrying Oil Gas,Public Administration,Real Estate Rental Leasing,Technical Management Services,Transportation Warehousing,Utilities Construction,WholeSale Retail Trade,Category_Tag,Filename
"And so the battle continues
While still relatively new, the in-car cybersecurity threat will 
remain an ongoing concern.",2.683574,9.605009,3.497491,25.20649,2.275731,5.453742,12.576932,5.469374,11.902862,1.658522,2.707388,5.458874,4.01165,3.897832,3.59453,Economywide,ISOfocus_143_en.pdf
"As such, automakers must now 
consider cybersecurity as an integral part of their core business 
functions and development efforts. “",2.211076,3.384426,1.718971,5.829441,2.01341,1.973856,9.273547,24.019223,13.993306,2.104481,2.666797,9.351491,8.647029,7.583226,5.229721,Manufacturing,ISOfocus_143_en.pdf
"I don’t think we can ever 
prevent attempts to breach the system, ” says Jack Pokrzywa, “ but 
by raising the security barriers higher, we can certainly reduce 
the risk.”",2.432975,10.542426,1.425071,12.484715,2.219938,6.190025,7.582854,6.635166,25.275687,4.189849,1.859518,4.739477,5.312415,6.929688,2.180195,Mining Quarrying Oil Gas,ISOfocus_143_en.pdf
"This will also keep development and maintenance costs 
under control – a win-win for all industry players.",2.517762,5.686246,1.851705,10.566992,1.363514,1.890613,3.795431,30.382942,8.063646,1.545668,2.084677,6.254161,7.992543,10.826099,5.178003,Manufacturing,ISOfocus_143_en.pdf
"In addition to ISO/SAE  21434, the automotive industry will 
continue to develop common cybersecurity standards to ensure 
manageable end-to-end secure solutions, including the upcoming 
standard for the auditing of cybersecurity engineering.",2.414548,5.118142,1.822031,4.978617,2.719944,3.743759,18.309783,14.890862,13.587722,2.160002,2.40965,12.255019,5.993696,5.08121,4.515016,Information Finance Insurance,ISOfocus_143_en.pdf
"The work 
is just beginning, but with an industry dedicated to securing 
automotive systems at every step of the process, the wheels will 
keep on turning as the cars we drive get safer and safer.",1.586619,6.264567,1.497599,11.565587,1.55363,3.627108,2.45832,17.225544,28.463081,1.383647,1.9324,4.234154,8.647024,5.305117,4.255603,Mining Quarrying Oil Gas,ISOfocus_143_en.pdf
"■
A Croatian electric vehicle developer is pushing boundaries with its latest Concept-Two all-electric hypercar model.",3.896825,6.725273,3.314816,6.965938,3.088869,4.387484,3.18203,10.097973,17.083771,1.72016,4.193836,6.159993,15.940243,9.346323,3.896466,Mining Quarrying Oil Gas,ISOfocus_143_en.pdf
"Photo: RimacModern vehicles have up to 50 different automotive 
connected devices that hackers can attack.",4.073434,8.002353,4.599841,8.260872,2.271374,8.640729,11.279274,8.705638,11.863726,1.998033,4.35645,5.988357,7.829281,8.553479,3.577159,Mining Quarrying Oil Gas,ISOfocus_143_en.pdf
"Here are 
some areas of your car that need protecting.",4.867913,11.903521,5.453562,12.289086,1.685396,7.616079,5.800415,6.702789,16.207658,2.338484,4.670997,3.80377,7.261357,6.288605,3.110368,Mining Quarrying Oil Gas,ISOfocus_143_en.pdf
Access granted!,5.521973,8.436764,4.056956,9.556627,2.843908,18.940925,10.776745,2.278116,7.888164,4.760813,5.617791,7.733335,4.326022,4.709729,2.552133,Health Care Social Assistance,ISOfocus_143_en.pdf
"Key fob
Braking  system
Forced  
acceleration
Steering  system
Tyre  pressure  
monitoring
Airbags
Connected  mobile  phone
GPS
Climate  control  unit
Onboard  
diagnostic  portOBDby Kath Lockett
With fast and convenient charging 
still a headache for the fully electric 
car, a hybrid actually makes a lot 
of sense.",5.84656,9.360656,3.138185,7.126092,3.619976,13.090794,6.228936,4.612429,8.432557,3.154941,4.056095,8.769257,12.458319,7.724458,2.380746,Health Care Social Assistance,ISOfocus_143_en.pdf
"ISO is on the road to provide 
the standards to support it.",5.164994,9.214875,3.063978,17.596563,2.987872,7.313359,5.717919,9.735659,10.46417,3.188026,3.01848,6.698698,6.365611,6.268923,3.200872,Economywide,ISOfocus_143_en.pdf
"32 | ISOfocus_143Driving the world  
forward  →
Encouraging more people into electric vehicles is at the heart of govern -
ments’ efforts to tackle climate change.",3.719969,8.229134,1.676381,27.159489,1.605281,6.027515,2.453437,2.945388,22.180287,6.056201,1.892445,2.651231,5.011541,6.117411,2.274289,Economywide,ISOfocus_143_en.pdf
"That’s because transport accounts 
for a bulk of the world’s CO 2 emissions – more than any other sector.",3.965776,6.932511,2.141499,17.773997,1.110175,3.180788,3.233489,3.426287,19.862117,1.532978,2.396198,1.915516,23.734343,5.341192,3.453132,Transportation Warehousing,ISOfocus_143_en.pdf
"Sales 
of all hybrid electric vehicles are up, leading to suggestions that we have 
reached a turning point.",4.779642,8.167734,4.782257,21.579293,2.228784,5.192761,3.244051,11.540804,9.455035,1.570325,3.129151,5.135835,5.573018,4.030297,9.591013,Economywide,ISOfocus_143_en.pdf
"Electric and hybrid vehicles have come a long way since the early 1990s 
when the first serious attempts at producing such a vehicle were made.",2.9858,6.69012,3.513602,9.121388,1.937412,4.545945,3.941176,16.64602,19.676744,1.240498,3.484569,3.853472,9.181982,9.056547,4.124725,Mining Quarrying Oil Gas,ISOfocus_143_en.pdf
Only a few of them were a true success.,4.784088,11.893283,5.400262,18.128254,2.609503,8.787727,6.049401,6.149544,12.200668,1.978016,3.66741,7.72442,3.03146,4.055766,3.540196,Economywide,ISOfocus_143_en.pdf
"Since then, electric and hybrid 
vehicle technology has made some significant progress and these types of 
vehicles have become cleaner, faster and more efficient.",2.957755,6.706829,3.220749,7.991319,1.774556,3.569903,2.575238,21.560867,12.758337,1.59599,2.817992,3.829866,14.16336,10.488993,3.988246,Manufacturing,ISOfocus_143_en.pdf
"With the sophis -
ticated technology they have at their disposal today, the next challenge 
is the development of standards that harmonize its use and leverage all 
the possibilities it has to offer.",2.269671,9.910305,1.131924,9.033197,5.128402,6.123389,5.107712,20.8401,14.110403,2.030735,1.17699,8.132891,5.401818,4.945581,4.656882,Manufacturing,ISOfocus_143_en.pdf
"ISOfocus_143 | 33Coming to terms with COVID-19
The impacts of the recent health crisis on 
the world have extended far beyond manda -
tory shutdowns, the challenges of teaching 
active young children while working from 
home and looming economic uncertainty.",3.062073,6.422013,1.620915,18.10423,10.860784,30.770008,4.249128,2.397327,6.575318,3.326952,0.990596,3.826296,2.595625,2.558113,2.640623,Health Care Social Assistance,ISOfocus_143_en.pdf
"The International Energy Agency  found 
that the fallout from the pandemic led to a 
50 % reduction in global transport activity 
in March 2020 compared to March 2019, 
with commercial flights dropping more 
than 75 % in mid-April.",6.839435,7.734075,2.994752,18.486373,1.566045,6.051117,3.182962,5.365979,16.025436,2.643066,2.189767,3.439575,14.588928,4.718123,4.174368,Economywide,ISOfocus_143_en.pdf
"Despite this gloomy 
outlook, a distinctly positive outcome has 
been the fall in daily global CO 2 emissions, 
with research journal Nature  reporting that 
carbon outputs had decreased by 17 % by 
early April 2020 compared to the same time 
last year.",3.18522,13.361668,2.086976,27.11539,1.840098,6.777277,2.912654,2.560628,23.318852,1.611068,1.855735,3.284188,2.154392,5.437242,2.498611,Economywide,ISOfocus_143_en.pdf
"This combination of reduced transporta -
tion levels and lower carbon emissions has 
sharpened our awareness to the importance 
of hybrid electric vehicles ( HEV s).",4.086091,6.244969,2.729986,5.659236,1.405765,4.242592,3.098523,9.274941,17.884548,1.237419,3.073964,2.933409,26.138155,8.381658,3.608745,Transportation Warehousing,ISOfocus_143_en.pdf
"Hybrids combine the advantage of both the internal 
combustion engine and electric motors that 
use energy stored in batteries, resulting 
in less gasoline burned and better fuel 
economy.",2.433146,12.418138,3.073214,9.269703,1.688534,3.230005,3.357187,6.796185,32.413768,1.356528,2.476211,2.991411,8.427505,6.755649,3.312816,Mining Quarrying Oil Gas,ISOfocus_143_en.pdf
"ISO is leading the way in devel -
oping and publishing standards for HEV s 
that provide effective guidelines and meas -
ures for assessing fuel consumption and 
emissions.",5.031903,8.864132,2.270562,9.753752,3.010069,6.670941,6.605648,9.382747,15.794202,3.419761,3.060484,8.100961,8.115264,6.126827,3.792747,Mining Quarrying Oil Gas,ISOfocus_143_en.pdf
"These standards are especially 
useful because they focus on both externally 
chargeable ( ISO 23274-2 ) and non-externally 
chargeable ( ISO 23274-1 ) vehicles.",4.159375,6.323992,2.156903,8.803955,2.701893,4.951946,12.439788,8.141261,9.226627,2.610341,3.21701,5.708113,12.311239,12.579189,4.668367,Utilities Construction,ISOfocus_143_en.pdf
"So at a time when governments are devel -
oping programmes and incentives to boost 
purchases of more environmentally friendly 
vehicles and maintain the downward trend 
of CO 2 emissions, ISO is perfectly placed to 
identify improvements in HEV  technolo -
gies and develop standards and measures 
that can be adopted by manufacturers and 
government agencies alike.",4.691964,5.034991,1.398554,11.524625,1.288986,3.16868,3.046628,15.624758,26.029965,3.317409,1.98608,3.136002,6.355975,8.957711,4.437673,Mining Quarrying Oil Gas,ISOfocus_143_en.pdf
The COVID-19 pandemic drove home the importance of environmentally friendly vehicles.,7.61745,17.366134,2.651741,14.69951,1.485229,6.890854,4.227539,6.919272,9.591556,2.145311,3.07009,2.694339,5.892523,12.235693,2.512759,Agriculture Forestry Fishing,ISOfocus_143_en.pdf
34 | ISOfocus_143An opportunity for cars?,4.149262,8.116067,3.212089,13.513586,1.744816,5.074362,5.561186,7.842326,17.65756,1.989111,3.655093,3.511595,14.110374,5.10102,4.761551,Mining Quarrying Oil Gas,ISOfocus_143_en.pdf
This shared journey has also seen some surprising statistics.,6.23969,7.520641,4.000431,23.140546,2.679601,15.354237,6.538218,3.243022,10.188884,1.791282,3.489929,3.89099,4.516539,3.217892,4.188098,Economywide,ISOfocus_143_en.pdf
"While traditional car 
sales dropped dramatically around the world, HEV  sales in Europe and China actu -
ally grew during the stay-at-home decrees earlier this year.",8.088389,7.979897,3.863462,11.287884,1.791428,3.676143,5.817867,7.162365,7.584541,1.329586,4.787436,3.36635,6.65702,3.189126,23.418507,WholeSale Retail Trade,ISOfocus_143_en.pdf
"Reasons for this increase 
include the renewed focus by the European Union ( EU) on reducing CO 2 emissions 
standards for cars and light commercial vehicles.",4.522934,6.281039,1.845023,39.63401,1.091578,2.773445,3.337581,5.984485,13.755953,1.299325,1.818467,2.03977,6.927159,5.077197,3.612036,Economywide,ISOfocus_143_en.pdf
"The EU has designated 2020 as the 
key year to implement tighter emissions standards that reduce new cars’ average 
CO 2 emissions per kilometre driven.",3.143542,11.162978,1.861988,31.066679,1.504653,3.087986,3.467223,6.09569,17.72878,1.735799,1.640629,2.532142,6.43003,5.515603,3.026279,Economywide,ISOfocus_143_en.pdf
"Germany , for example, plans to install one 
million public electric-vehicle charging points as part of its economic recovery 
programme, having increased its electric vehicle subsidies in February this year.",4.572929,7.220121,3.927004,19.319282,2.307543,5.332373,4.648649,6.234957,11.70722,3.250854,2.867407,3.867253,5.687848,14.990991,4.065569,Economywide,ISOfocus_143_en.pdf
"Meanwhile, the French government announced that it would fund grants of up to 
EUR  7 000  to encourage drivers looking to buy electric vehicles.",4.699259,7.843789,2.82372,17.658071,2.534844,7.120648,7.022792,3.971413,13.804469,4.374118,3.867773,9.692945,3.148699,9.000894,2.436566,Economywide,ISOfocus_143_en.pdf
"Experts anticipate 
that many other countries will soon follow the steps taken by Germany and France.",5.420285,8.786396,2.729884,26.629629,2.885716,8.170309,4.52091,10.142494,11.230543,2.27436,1.891103,5.419386,3.680952,3.268003,2.950032,Economywide,ISOfocus_143_en.pdf
"An electric power service station at an Ikea store in Magdeburg, Germany.",6.200372,5.62936,4.758911,10.856698,1.925418,5.92883,5.240597,7.180044,13.91173,2.483884,4.398974,7.590277,5.935895,12.657681,5.301329,Mining Quarrying Oil Gas,ISOfocus_143_en.pdf
"According to Bloomberg New Energy Finance , car manufacturers will not be 
daunted by the uncertainty created by the recent pandemic but will continue to 
work on complying with stricter regulations introduced in Europe and China.",2.727444,5.055043,1.168202,5.571394,1.028664,2.081899,4.566936,43.349577,12.134968,1.066075,2.191095,2.445087,6.940811,5.741816,3.93099,Manufacturing,ISOfocus_143_en.pdf
"The 
increased government support and incentives will help fuel the move towards 
purchasing, leasing and driving hybrid electric cars.",3.703545,4.868389,2.037045,31.960647,1.73724,3.892444,3.703293,4.499384,11.714525,3.793754,3.914291,4.502263,7.24017,8.0651,4.367911,Economywide,ISOfocus_143_en.pdf
"By 2022, Bloomberg esti -
mates that there will be over five hundred different hybrid electric vehicle models 
available to buy.",4.819536,8.314959,4.10554,11.661377,2.494967,5.535536,6.928408,10.703417,11.292556,1.603593,5.197969,5.061134,7.65875,9.669274,4.952984,Economywide,ISOfocus_143_en.pdf
"With so many options to choose from, it also forecasts that sales 
of electric vehicles will increase from their current 2.7 % market share to 10 % by 
2025 and should be closer to 60 % by 2040, with Chinese and European markets 
pulling ahead.",3.7979,5.130889,2.846411,21.925853,1.461249,2.862237,6.182135,7.930757,8.717618,1.500665,4.226566,4.61825,6.549281,5.91583,16.334357,Economywide,ISOfocus_143_en.pdf
"Conversely, it is thought that traditional internal combustion 
vehicles hit their peak in 2017 and have now started their sales slide downwards.",3.903926,11.006664,3.426795,17.683641,1.813393,5.358694,4.463184,7.16024,18.065646,1.818288,2.829895,4.144745,6.191986,3.945342,8.187561,Mining Quarrying Oil Gas,ISOfocus_143_en.pdf
"ISOfocus_143 | 35Masao Kubodera is a member of ISO’s 
subcommittee SC 37 on electrically propelled 
vehicles, which operates under technical 
committee ISO/TC 22, Road vehicles .",4.000168,6.915387,2.836957,5.443169,3.657103,9.596818,6.791328,9.948166,11.399457,2.978967,3.373431,8.643667,13.511419,7.715664,3.1883,Transportation Warehousing,ISOfocus_143_en.pdf
"Its 
main areas of standardization are conduc -
tive charging systems, wireless power 
transfer, electric propulsion components 
and energy consumption.",3.364918,5.998279,1.789105,6.048732,2.057721,3.001508,6.412912,6.603456,14.548126,2.531235,1.806488,4.288687,9.463684,25.947876,6.137271,Utilities Construction,ISOfocus_143_en.pdf
"Kubodera’s role 
at both Honda and the Japan Automobile 
Research Institute has increased his appre -
ciation of ISO’s ability to plan for future needs 
and identify standards that are introduced 
before countries and agencies are ready to 
develop and apply their own regulations.",5.431914,7.268468,1.886543,9.938793,4.158274,6.436026,5.799982,14.432676,13.02093,3.238552,2.908384,7.517755,8.566017,4.272555,5.12313,Manufacturing,ISOfocus_143_en.pdf
