Sentence,Accountants,Artists,Books and Literature,Business Owners,Charitable Trusts and NGOs,Consumer Services,Counselors,Doctors,Estate Agents,Family Offices,Financial Advisors,Franchise Operations,Goods Suppliers,Governments,Hospitals,Independent Consultants,Individuals,Intergovernmental and Regulators,International Institutions,Lawyers,Manufacturers,Multi Nationals,Municipalities and Cities,Online Re-Sellers,Organizations,Parents,Philanthropies and Foundations,Politicians,Private Corporations,Professionals,Public Companies,Regional Governments,Restaurants,Retail Shops,Seniors,Service Vendors,Singles,Sports Persons,Students,Universities,Category_Tag,Filename
"Substitution with lower-
carbon biofuels, hydrogen, or synthetic fuels made 
with captured CO2 are options.",1.884,2.472676,1.587077,0.401863,2.600701,3.493818,1.275428,0.879476,0.567365,0.423799,1.897639,1.323544,6.732857,6.582741,1.040233,1.49936,2.885779,2.514424,1.88448,0.938819,25.335095,2.41116,1.774579,0.900486,2.00109,0.965765,2.310322,1.164936,0.91776,1.584562,5.985824,2.840178,1.197727,0.945538,0.568829,2.676726,0.426036,1.195183,1.357856,0.554272,Manufacturers,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"But the expense 
and land use implications (in the case of biofuels) 
of these fuels means that efficiency improvements 
and changes to vehicle operation will be needed to 
keep overall costs down.",2.294814,1.633887,2.452348,0.802532,3.722255,11.575725,1.014068,0.430925,1.245184,0.942357,3.982799,2.264773,4.087144,3.656157,0.889726,1.502663,1.684147,5.103449,2.350326,1.550617,10.440332,1.629433,2.59413,1.449647,3.000465,1.857394,3.334619,1.393429,0.901926,1.074212,3.128121,5.315101,1.019646,1.673049,0.594155,4.013644,0.484438,0.87563,1.270885,0.763849,Consumer Services,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"A number of studies have considered pathways 
to achieve the decarbonization goals of the Paris 
Agreement.",1.764205,1.918567,4.509365,0.785555,5.277905,6.499615,1.083213,0.657977,0.94962,0.729506,2.236919,1.27035,0.432915,3.615705,1.025007,0.776202,8.373901,9.226019,5.041639,1.270636,1.437833,1.584651,2.309012,1.232961,6.674203,1.648786,5.299355,1.307972,0.473674,3.494266,1.366572,1.488947,1.034518,0.821101,0.709114,0.894189,1.106931,1.347115,6.808373,1.515604,Intergovernmental and Regulators,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"Even in the most ambitious scenarios, 
decarbonization of the transportation sector is 
incomplete.",1.133548,2.196314,8.376168,0.606618,1.275689,5.11929,1.362656,0.725977,0.771589,0.631839,1.365841,4.471425,1.809169,4.951198,1.256911,1.001096,6.707278,2.25897,3.536638,1.077637,6.770044,2.35551,5.934333,0.885771,3.497328,1.674052,1.290152,2.85968,1.117488,1.784086,7.102661,3.752728,0.558888,0.552064,0.962077,1.745497,1.012798,2.472782,1.4278,1.608411,Books and Literature,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"The Sustainable Development Solutions 
Network’s “Pathways to Deep Decarbonization” 
study found that freight transport is one of the 
most difficult sectors to decarbonize.45 In the 
International Energy Agency’s “Below 2 Degree 
Scenario,” only two- and three-wheeled vehicles 
and rail completely decarbonize by 2060.",1.443318,3.443969,6.936982,0.792272,2.328581,6.998666,2.010743,1.00234,1.608616,0.612837,1.471272,3.303196,1.887753,3.595405,1.429533,1.721199,4.550126,3.886541,3.385221,1.845954,5.664081,2.241799,3.703336,1.254005,3.953597,1.764511,1.919573,1.945239,1.276431,1.551473,4.899644,2.479108,0.784334,1.094121,1.218554,3.860577,0.770508,1.843086,2.057861,1.463637,Consumer Services,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"In Shell’s 
“Sky Scenario,” more than half of global car sales 
are electric by 2030, extending to all cars by 2050.",1.396702,1.384708,4.357608,0.628549,0.668242,5.577572,0.906653,0.497099,0.494745,0.665461,1.913608,7.209514,3.029596,2.937884,0.635496,0.682648,4.60022,2.580962,2.319984,0.930139,17.505414,7.235485,1.5643,1.958794,2.114912,1.374844,0.57333,0.664553,1.221812,1.065128,7.564295,1.661352,1.089507,2.351692,1.186693,3.980646,0.754961,1.006555,1.109534,0.598805,Manufacturers,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"However, across all other forms of transport, the 
Sky Scenario relies on biofuels as the energy-dense 
liquid fuel of choice.46
Even in the heavy transportation sector, the 
different forms of transport face different 
challenges.",1.517348,2.52221,5.894591,0.594108,1.521815,7.638929,2.051085,0.882885,0.938866,0.64973,2.181766,2.768345,3.657244,2.852172,1.587891,1.32465,7.193969,2.006147,2.18219,1.112437,9.157564,3.639371,2.32138,1.787029,2.13641,1.610801,1.359835,1.164469,1.227405,1.691749,6.925519,2.034356,1.624862,1.457887,0.80215,3.651226,1.067321,2.325858,2.150524,0.785906,Manufacturers,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"For this paper, I’ve separated 
road transport from aviation and marine 
shipping to discuss the challenges and 
possibilities of decarbonization for each sector.",1.642241,2.21862,4.97066,0.502809,1.772059,9.156652,1.421366,0.888473,1.333829,0.65113,1.56247,3.387092,2.160744,5.745927,1.451426,1.996182,3.516996,5.973584,3.104332,2.559541,5.475618,2.307153,5.962806,0.994872,3.822107,1.547216,1.41195,2.477365,1.303762,1.59454,3.725033,3.117081,0.675963,0.929879,0.984869,2.96342,0.790479,1.228819,1.612971,1.057962,Consumer Services,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"ENERGY DENSITY AND BATTERIES
Why can’t we electrify all of the transportation sector?",1.092221,2.01718,4.175151,0.526535,1.156138,8.564149,1.342238,0.792117,0.639459,0.59524,0.996618,6.132395,1.920518,4.460421,0.975089,1.497649,4.703139,3.842351,3.352157,1.059358,8.276137,2.274401,6.994079,0.571252,3.722519,1.737457,0.975467,3.041054,0.958568,1.08079,5.434289,3.376231,0.727013,0.812895,1.959013,2.389941,0.510053,2.014482,1.798964,1.505272,Consumer Services,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"Why are we not talking about battery powered 
ocean liners or jets?",1.178877,1.630308,4.034018,0.518249,0.64916,6.96114,1.17779,0.75442,0.363163,0.401065,1.006774,3.27181,2.623435,1.763832,1.512018,1.129688,5.404995,1.507648,2.925694,0.451026,29.811556,3.262897,1.615703,0.387138,1.992456,1.7656,0.598461,1.273813,1.448741,1.530052,6.100816,1.263221,1.021429,0.763553,0.909417,2.347137,0.443596,2.202973,1.22284,0.773489,Manufacturers,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
Energy density provides the answer.,2.636948,4.837512,4.835385,0.635893,2.139367,7.510147,2.455501,0.836676,0.684417,0.835311,3.235533,4.270043,1.937138,2.455923,1.03065,4.396595,4.256198,2.75655,2.24519,0.67898,6.895797,2.564437,1.486456,1.5064,6.206639,1.394471,1.598683,1.884063,1.153332,2.662788,1.794698,2.185837,0.865465,0.928359,1.161219,2.790595,1.234165,2.40932,3.272017,1.335303,Consumer Services,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"Pound for pound, gasoline is much more energy dense than today’s electric vehicle batteries.",2.239943,3.271988,4.697166,0.44593,0.76152,4.423272,1.215231,0.709631,0.405813,0.663254,1.51541,3.074073,2.518192,2.982542,0.726219,1.050661,8.845904,2.029514,1.620506,1.090999,15.977299,2.778789,1.901833,0.95015,1.590451,2.225091,0.738411,2.914523,0.536593,1.722591,10.346331,1.886076,1.171509,1.199462,1.278669,1.889719,0.489492,3.211509,1.96461,0.939123,Manufacturers,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"With 
today’s best battery technology, you need about 40 pounds of battery to store the same energy as one 
pound of gasoline, or 240 pounds of battery per gallon.",1.886354,4.000679,4.39102,0.681547,1.076853,9.690009,2.268445,1.010296,0.437629,0.615171,1.798108,2.930203,2.734764,2.925197,1.428457,1.557675,7.462901,1.522013,1.212512,0.92933,12.30171,1.571267,3.127419,0.800346,1.165476,2.770865,0.975571,2.836994,0.681092,1.637005,6.528757,1.60791,0.970802,1.480342,1.594637,1.921732,0.821411,3.041067,2.487413,1.119019,Manufacturers,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"7This extreme difference in energy density might make electrifying any vehicle seem difficult, but electricity 
also has some factors working in its favor.",2.206497,3.323844,4.11298,0.76336,1.285749,14.422022,1.18152,0.639433,0.768538,0.992481,2.174333,3.241474,2.183312,3.119693,0.936794,2.179579,4.902243,2.707047,1.818895,1.709855,7.265632,1.226519,3.196389,1.134951,2.84513,4.244772,0.824613,2.011706,1.068629,2.314657,2.62613,2.695579,0.68687,1.248988,1.405462,3.367727,0.928808,2.472457,2.512773,1.252559,Consumer Services,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"Electric motors are a lot more efficient than internal combustion 
engines at transferring energy to the car’s wheels — they don’t waste nearly as much energy in the form 
of heat.",1.516685,2.222115,2.654395,0.955222,0.844604,9.304365,0.837984,0.730873,0.410475,0.907074,1.232584,5.846811,5.170569,2.313906,0.99105,1.110193,7.877256,2.138635,1.83962,1.015682,13.030623,2.303453,1.496934,1.087642,1.98468,4.713215,0.581866,2.154694,1.105149,2.732829,6.341465,1.347441,1.021391,1.27772,1.116403,2.896054,0.497036,2.309611,1.370142,0.711555,Manufacturers,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"Drivetrains in electric vehicles are also simpler and lighter, so some of the extra battery weight 
is offset by less weight in other parts of the car.",2.113941,2.605759,2.412116,0.568446,0.74655,17.941757,1.475783,0.658331,0.560286,0.765429,1.30072,3.848899,3.853252,2.965432,0.985199,1.359216,3.867599,1.91249,0.691831,1.162619,12.259085,1.275328,3.868604,1.394389,1.15967,3.771671,0.663547,2.450147,0.948304,1.064513,4.377287,1.707616,0.950192,1.645742,1.031878,4.403489,0.720761,2.668703,1.104225,0.739193,Consumer Services,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"For both of these reasons, you don’t need to carry as 
much energy in an electric vehicle to travel the same distance.",1.480414,2.249141,3.780722,0.676484,1.369441,9.951662,1.340513,0.722947,0.593769,1.399584,1.381521,6.282521,3.802505,2.678701,1.335818,1.886502,6.045076,2.658187,3.08192,0.920643,7.101064,2.213347,2.29632,1.436654,1.346522,5.696915,0.808018,1.306863,1.334334,1.52536,5.216315,2.306764,1.153656,1.671163,2.282752,2.925166,1.270724,2.046685,1.607643,0.815666,Consumer Services,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"For example, the 2020 Chevy Bolt has a 
259-mile range, but its battery only holds the equivalent of 1.8 gallons of gasoline in terms of energy.47 
Factoring in efficiency and the lighter drivetrain, a passenger car needs about 50 pounds of battery 
today to provide the same travel range as a gallon of gasoline, or about nine pounds of battery per 
pound of gasoline.",1.784929,2.223782,5.797115,0.660024,0.974236,13.336544,2.449428,0.691404,0.51391,0.803074,1.251836,6.910929,2.406643,3.332432,1.238256,1.052287,6.336119,1.921213,1.544034,1.313771,6.818261,1.913291,2.485079,0.964996,1.32644,2.476955,0.741767,2.578303,0.884958,1.431614,5.306084,1.931747,1.116397,1.622501,1.304888,3.536335,1.276965,3.332853,1.405568,1.003028,Consumer Services,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"This differential in energy per unit of weight explains why battery powered airplanes 
or ships for all but short distances are not on the menu of options.",1.748612,2.805105,6.609435,0.613619,1.034032,5.936093,1.835964,0.817684,0.531395,0.801837,1.988263,6.274555,2.67522,1.973552,1.750999,2.044429,6.407752,1.827331,2.735074,0.814094,8.757107,3.289918,2.058995,0.898325,2.951551,3.527256,0.925709,1.511101,1.137692,2.337813,4.834236,1.480143,1.416911,1.168749,1.513373,2.568467,0.867592,4.367844,1.769892,1.392281,Manufacturers,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"Batteries are just not energy dense 
enough to do the job.",1.383387,3.565608,6.174866,0.455665,1.269661,6.685288,1.983863,0.940242,0.515687,0.578917,1.163022,1.960713,2.161028,2.058978,1.44459,1.965386,7.385024,1.134394,1.487369,0.690263,17.466304,1.717666,2.684772,0.544424,3.176635,2.036849,1.371285,1.861593,1.225282,1.585691,4.949682,1.609989,0.87855,1.312805,2.291523,2.600877,0.540812,3.135212,2.372255,1.633845,Manufacturers,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"Researchers are hard at work on lighter and less expensive batteries, but the 
level of improvement required will be too much for these long-distance forms of transportation in the 
foreseeable future.",1.556573,3.673563,4.339613,0.5296,2.169152,5.425251,1.842362,1.355845,1.591142,0.809846,2.02935,2.353399,1.961694,2.869726,1.657699,2.380578,7.28254,2.136304,1.205415,1.125349,6.916434,1.641612,2.800639,1.484778,3.907716,3.216639,1.741842,1.725708,0.712369,5.02147,1.933757,2.150821,0.751188,1.749974,3.568418,2.791408,0.666738,2.076444,4.764393,2.08265,Individuals,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
Deep decarbonization in these sectors will require a different solution.,1.545523,2.191345,4.92004,0.720845,6.03677,5.371146,1.401206,1.044448,1.055318,0.874225,2.02548,2.133803,1.619499,4.933024,3.733765,1.621957,3.132312,6.439843,2.558844,1.325539,3.817412,2.900769,2.696337,0.813309,7.078952,1.123293,5.306235,1.789689,1.416404,2.206094,3.806778,2.526304,0.698891,0.757478,0.814729,3.164453,0.681374,0.97455,1.580112,1.161906,Organizations,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
Gasoline carries much more energy per unit of weight than a battery.,2.475774,4.026731,6.514174,0.426993,0.741899,3.488244,1.670069,0.895765,0.276188,0.66228,1.376878,3.622487,2.608574,2.684106,0.950609,1.152049,9.317701,2.336376,2.058056,0.878342,12.350044,2.855058,1.397218,0.840986,1.89782,2.538508,0.795794,3.567039,0.52287,1.683633,9.907182,1.660553,1.399536,0.819706,1.043784,1.845389,0.492364,3.306273,1.955664,0.957282,Manufacturers,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
A gas-powered car with a 12.4-gallon tank carries 77.5 pounds of gasoline.,1.890858,3.489348,8.849534,0.680307,0.753653,11.313071,1.6939,0.890137,0.428326,0.738341,1.097608,5.15528,3.089934,2.513144,1.317397,0.854888,3.336969,1.147278,1.847389,1.357336,9.211066,2.734817,1.081869,0.908256,1.074766,1.28616,0.61698,2.143463,0.998291,1.009544,13.54403,1.637851,1.812109,1.017223,0.611963,3.678264,0.532219,1.899372,0.923177,0.833881,Public Companies,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"A 77.5-pound battery, in contrast, would only carry an electric car 21 miles.",1.558989,2.303752,7.181089,0.900875,0.831275,13.878146,2.218849,1.090599,0.514499,0.527193,1.303909,4.61891,1.493397,1.780064,1.296733,1.234923,7.797492,1.739739,1.758553,1.338061,5.917489,1.683002,2.554928,1.138413,0.997646,5.238912,0.594635,1.805552,0.934118,1.832174,5.455885,1.176187,0.72599,1.161697,3.171189,2.281366,1.466084,2.997018,2.400795,1.099873,Consumer Services,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"An electric car with a range of 360 miles would need a 1,334 pound battery.77.5 lb fuel =
12.4 gal gas
360 miles 2020 Honda Civic
77.5 lb battery
21 miles Based on 2020 Chevrolet Bolt EV
1,334 lb battery
360 miles Based on 2020 Chevrolet Bolt EVWEIGHT OF FUEL
FIGURE 5: WEIGHT OF FUEL
Source:The Brookings Institution488MEDIUM AND HEAVY-DUTY ROAD 
TRANSPORTATION 
Medium- and heavy-duty vehicles constitute a middle 
ground between the relatively easy to electrify light 
vehicle sector and the very difficult aviation and marine 
sectors.",1.821964,2.959229,4.402091,1.068152,1.100206,11.234025,2.108444,0.797672,0.59517,0.723706,1.462033,4.212023,2.590006,2.67307,1.363651,1.338447,7.01402,1.84594,1.650436,1.205721,9.130645,2.028128,3.177219,1.025568,1.923788,2.830793,0.781341,2.19946,1.030054,2.445668,5.096148,1.467496,1.180696,1.431134,1.382317,3.427854,1.175709,3.18221,1.94037,0.977398,Consumer Services,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"Numerous vehicle types and duty cycles make 
up the sector, and these characteristics determine 
what decarbonization options work best.",1.926664,1.056053,1.302285,0.58906,1.24118,19.684971,0.761471,0.611619,1.150429,1.373633,1.6527,4.48822,2.665373,3.628717,1.861076,0.786357,1.323757,7.743428,1.252939,1.806976,7.740293,2.242958,5.636864,1.085814,3.957764,1.069847,1.044354,1.837262,0.773514,1.156238,2.599212,2.718319,0.484401,0.879092,0.603288,6.204897,0.468874,1.349255,0.782742,0.458104,Consumer Services,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"Data for 
road shipment of freight is widely available and an 
important component of fuel use and greenhouse gas 
emissions in the sector, but the sector also consists 
of buses and service vehicles, like garbage trucks and 
specialized construction equipment.",2.091212,1.516053,0.971556,0.53949,1.363532,9.472946,0.874158,0.815045,1.41186,0.733768,0.892403,2.059136,10.296868,5.965582,1.569986,1.757386,2.408056,3.091505,1.9442,1.322683,7.892486,2.42523,5.060349,1.905882,3.095947,1.122752,1.011757,2.261907,1.792472,1.272813,4.379613,3.061238,0.587076,1.073813,0.607661,7.245964,0.461855,1.012202,1.627967,1.003591,Goods Suppliers,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
"Road transportation of freight accounts for 20% of 
global oil demand and has been the fastest sector 
of oil demand growth since 2000.49 Road freight 
transport is a flexible, but inefficient way of moving 
goods.",1.240651,2.55791,3.735105,1.142047,0.912978,8.780599,0.947548,0.805878,1.627183,0.640351,1.372376,4.633407,3.605451,3.822038,0.833882,1.742577,3.512613,2.70618,4.35777,1.502593,4.695885,2.383785,2.357987,2.993033,1.751907,2.709703,0.687399,2.335483,2.50617,2.988026,9.368403,2.268516,0.924716,1.521841,1.350988,3.389233,0.911975,2.092476,1.153343,1.129995,Public Companies,FP_20201001_challenge_of_decarbonizing_heavy_transport.pdf
